feature_time,time,stage,model,train_size,true_stress_probability,stress_regime,predicted_stress_probability,predicted_delta,base_mixture_mean,predicted_mean_charge_off,true_conditional_mean_charge_off,realised_charge_off_rate,predicted_normal_mean,predicted_stress_mean,predicted_alpha,oracle_alpha,predicted_realised_utility,oracle_utility,regret,cumulative_regret
2088-10-01,2088-10-01,stage_1_base,pto_base_linear,355,0.408193930286362,0,0.4544606894237752,0.0,0.009826577653274958,0.009826577653274958,0.009447190228348168,0.0034925501801415,0.0061,0.0143,0.4522817848578483,0.6373830810635192,1.2103447241371241,1.296430616585884,0.08608589244875997,1.035501187773786
2088-10-01,2088-10-01,stage_1_base,pto_base_mlp,355,0.408193930286362,0,0.20569067910874403,0.0,0.007786663568691701,0.007786663568691701,0.009447190228348168,0.0034925501801415,0.0061,0.0143,0.48495536881782086,0.6373830810635192,1.2255403748016578,1.296430616585884,0.07089024178422632,0.5532854330684436
2089-01-01,2089-01-01,stage_1_base,pto_base_linear,356,0.3494842576794536,0,0.45364611976453795,0.0,0.009819898182069211,0.009819898182069211,0.00896577091297152,0.0094020369283422,0.0061,0.0143,0.4523692021437131,0.4947841232879839,1.1836526816338577,1.2008722756568813,0.017219594023023532,1.0527207817968096
2089-01-01,2089-01-01,stage_1_base,pto_base_mlp,356,0.3494842576794536,0,0.9999660910458681,0.0,0.014299721946576116,0.014299721946576116,0.00896577091297152,0.0094020369283422,0.0061,0.0143,0.40915603466530187,0.4947841232879839,1.1661090158588787,1.2008722756568813,0.034763259798002544,0.5880486928664461
2089-04-01,2089-04-01,stage_1_base,pto_base_linear,357,0.6625743103733209,1,0.6665972550763475,0.0,0.011566097491626048,0.011566097491626048,0.011533109345061231,0.0193213620032239,0.0061,0.0143,0.4323061110292602,0.3997124659718168,0.317198607696656,1.1226263404634802,0.8054277327668242,1.8581485145636338
2089-04-01,2089-04-01,stage_1_base,pto_base_mlp,357,0.6625743103733209,1,0.742300626130181,0.0,0.012186865134267484,0.012186865134267484,0.011533109345061231,0.0193213620032239,0.0061,0.0143,0.4262981352836236,0.3997124659718168,0.465662878783649,1.1226263404634802,0.6569634616798312,1.2450121545462773
2089-07-01,2089-07-01,stage_1_base,pto_base_linear,358,0.3316717484294871,0,0.45011519430715813,0.0,0.009790944593318696,0.009790944593318696,0.008819708337121795,0.0054484527839639,0.0061,0.0143,0.4527492251111062,0.5768138703836536,1.201706784795612,1.2569795038126186,0.05527271901700659,1.9134212335806404
2089-07-01,2089-07-01,stage_1_base,pto_base_mlp,358,0.3316717484294871,0,1.2168897034386915e-05,0.0,0.0061000997849556815,0.0061000997849556815,0.008819708337121795,0.0054484527839639,0.0061,0.0143,0.5352538250233806,0.5768138703836536,1.2384638605809306,1.2569795038126186,0.018515643231687973,1.2635277977779653
2089-10-01,2089-10-01,stage_1_base,pto_base_linear,359,0.1391692238972262,0,0.25598705937823096,0.0,0.008199093886901494,0.008199093886901494,0.007241187635957255,0.0121098598790622,0.0061,0.0143,0.47707981462722354,0.4577107225785077,0.7575931867050811,1.173427234133553,0.41583404742847185,2.3292552810091123
2089-10-01,2089-10-01,stage_1_base,pto_base_mlp,359,0.1391692238972262,0,0.20415951810821786,0.0,0.007774108048487386,0.007774108048487386,0.007241187635957255,0.0121098598790622,0.0061,0.0143,0.4852108662519958,0.4577107225785077,0.5830279755864889,1.173427234133553,0.5903992585470641,1.8539270563250294
2090-01-01,2090-01-01,stage_1_base,pto_base_linear,360,0.7203814067117954,1,0.7315060969559066,0.0,0.012098349995038435,0.012098349995038435,0.012007127535036723,0.0140504300079007,0.0061,0.0143,0.42712420533327566,0.4375097374113003,1.1535493151494838,1.1572828692729251,0.0037335541234413405,2.3329888351325536
2090-01-01,2090-01-01,stage_1_base,pto_base_mlp,360,0.7203814067117954,1,0.4915712013369246,0.0,0.010130883850962781,0.010130883850962781,0.012007127535036723,0.0140504300079007,0.0061,0.0143,0.4483973966987281,0.4375097374113003,0.9123418040437075,1.1572828692729251,0.24494106522921766,2.098868121554247
2090-04-01,2090-04-01,stage_1_base,pto_base_linear,361,0.6870562492905605,1,0.7091304115089148,0.0,0.0119148693743731,0.0119148693743731,0.011733861244182596,0.0156236270929342,0.0061,0.0143,0.428868241276044,0.424026278828052,1.0332392498250187,1.1457648548338857,0.11252560500886699,2.4455144401414204
2090-04-01,2090-04-01,stage_1_base,pto_base_mlp,361,0.6870562492905605,1,0.8859578463821628,0.0,0.013364854340333734,0.013364854340333734,0.011733861244182596,0.0156236270929342,0.0061,0.0143,0.41617399965978064,0.424026278828052,1.1430655260652969,1.1457648548338857,0.0026993287685888046,2.101567450322836
2090-07-01,2090-07-01,stage_1_base,pto_base_linear,362,0.6227797774765609,1,0.6564520020487662,0.0,0.01148290641679988,0.01148290641679988,0.0112067941753078,0.0063592633104334,0.0061,0.0143,0.43315084885330263,0.5541394539710878,1.1890302214166923,1.241830540000524,0.05280031858383172,2.498314758725252
2090-07-01,2090-07-01,stage_1_base,pto_base_mlp,362,0.6227797774765609,1,0.9952032012388773,0.0,0.014260666250158793,0.014260666250158793,0.0112067941753078,0.0063592633104334,0.0061,0.0143,0.40943317406282587,0.5541394539710878,1.1786796534124928,1.241830540000524,0.06315088658803125,2.164718336910867
2090-10-01,2090-10-01,stage_1_base,pto_base_linear,363,0.2303018441253741,0,0.4137481320634152,0.0,0.009492734682920004,0.009492734682920004,0.007988475121828069,0.0127165819276292,0.0061,0.0143,0.45677175472065207,0.4509106076413387,1.0403156910273235,1.1681148869795877,0.1277991959522642,2.6261139546775167
2090-10-01,2090-10-01,stage_1_base,pto_base_mlp,363,0.2303018441253741,0,0.4719014288259156,0.0,0.009969591716372508,0.009969591716372508,0.007988475121828069,0.0127165819276292,0.0061,0.0143,0.45043269078337833,0.4509106076413387,1.1679367032393961,1.1681148869795877,0.00017818374019151761,2.164896520651059
2091-01-01,2091-01-01,stage_1_base,pto_base_linear,364,0.1752665720156663,0,0.36330699048628706,0.0,0.009079117321987552,0.009079117321987552,0.0075371858905284635,0.0058437271256806,0.0061,0.0143,0.4627078056005165,0.5666409901801169,1.2043145212517394,1.2502075418416774,0.04589302058993794,2.6720069752674545
2091-01-01,2091-01-01,stage_1_base,pto_base_mlp,364,0.1752665720156663,0,0.40716007676009525,0.0,0.00943871262943278,0.00943871262943278,0.0075371858905284635,0.0058437271256806,0.0061,0.0143,0.45752250996752913,0.5666409901801169,1.2020248879626974,1.2502075418416774,0.04818265387898002,2.213079174530039
2091-04-01,2091-04-01,stage_1_base,pto_base_linear,365,0.3194311647530384,1,0.46202064549911553,0.0,0.009888569293092748,0.009888569293092748,0.008719335550974915,0.0164707347170233,0.0061,0.0143,0.4514750145933177,0.4176397031209112,0.34122095769327077,1.1400315239864462,0.7988105662931755,3.47081754156063
2091-04-01,2091-04-01,stage_1_base,pto_base_mlp,365,0.3194311647530384,1,0.5663730816588417,0.0,0.0107442592696025,0.0107442592696025,0.008719335550974915,0.0164707347170233,0.0061,0.0143,0.44110390546822215,0.4176397031209112,0.5860703004362364,1.1400315239864462,0.5539612235502098,2.7670403980802485
2091-07-01,2091-07-01,stage_1_base,pto_base_linear,366,0.5669841697459996,1,0.5693710390252907,0.0,0.010768842520007382,0.010768842520007382,0.010749270191917197,0.02240207260845,0.0061,0.0143,0.4408253548167897,0.3850263295957752,-0.3275673204830629,1.106259286880192,1.4338266073632548,4.904644148923885
2091-07-01,2091-07-01,stage_1_base,pto_base_mlp,366,0.5669841697459996,1,0.8123842523885839,0.0,0.012761550869586387,0.012761550869586387,0.010749270191917197,0.02240207260845,0.0061,0.0143,0.421164822443949,0.3850263295957752,0.17763502683302512,1.106259286880192,0.9286242600471668,3.6956646581274155
2091-10-01,2091-10-01,stage_1_base,pto_base_linear,367,0.7053796487209866,1,0.6579619541939651,0.0,0.011495288024390513,0.011495288024390513,0.011884113119512091,0.0248279499677518,0.0061,0.0143,0.4330245037331406,0.3759423091101022,-0.40937524560104466,1.094632386141584,1.5040076317426287,6.4086517806665135
2091-10-01,2091-10-01,stage_1_base,pto_base_mlp,367,0.7053796487209866,1,0.08444358941994984,0.0,0.006792437433243589,0.006792437433243589,0.011884113119512091,0.0248279499677518,0.0061,0.0143,0.5104911785055402,0.3759423091101022,-2.45047535399567,1.094632386141584,3.5451077401372544,7.24077239826467
2092-01-01,2092-01-01,stage_1_base,pto_base_linear,368,0.7448739048079982,1,0.7296456013307455,0.0,0.012083093930912114,0.012083093930912114,0.012207966019425585,0.0248189898494929,0.0061,0.0143,0.42726757820261463,0.3759725720334992,-0.2567380233398775,1.094673691526878,1.3514117148667555,7.760063495533269
2092-01-01,2092-01-01,stage_1_base,pto_base_mlp,368,0.7448739048079982,1,0.7412568007263355,0.0,0.01217830576595595,0.01217830576595595,0.012207966019425585,0.0248189898494929,0.0061,0.0143,0.4263775881545642,0.3759725720334992,-0.23329045716500518,1.094673691526878,1.3279641486918832,8.568736546956552
2092-04-01,2092-04-01,stage_1_base,pto_base_linear,369,0.4047335189338678,0,0.44836222482826993,0.0,0.009776570243591813,0.009776570243591813,0.009418814855257716,0.0087580469589406,0.0061,0.0143,0.4529385642084744,0.5055467099473678,1.1868007099557076,1.208497336717114,0.021696626761406268,7.781760122294675
2092-04-01,2092-04-01,stage_1_base,pto_base_mlp,369,0.4047335189338678,0,0.05136406249562143,0.0,0.006521185312464095,0.006521185312464095,0.009418814855257716,0.0087580469589406,0.0061,0.0143,0.5203949422944852,0.5055467099473678,0.9209147728492093,1.208497336717114,0.2875825638679046,8.856319110824458
2092-07-01,2092-07-01,stage_1_base,pto_base_linear,370,0.190619231205563,0,0.24773730159402146,0.0,0.008131445873070976,0.008131445873070976,0.007663077695885617,0.0028097155736341,0.0061,0.0143,0.4783098664707907,0.6655248657129771,1.225715786426937,1.314063077058143,0.08834729063120594,7.870107412925881
2092-07-01,2092-07-01,stage_1_base,pto_base_mlp,370,0.190619231205563,0,0.0002592551769727762,0.0,0.006102125892451177,0.006102125892451177,0.007663077695885617,0.0028097155736341,0.0061,0.0143,0.5351882060421413,0.6655248657129771,1.2525568366476516,1.314063077058143,0.06150624041049135,8.91782535123495
2092-10-01,2092-10-01,stage_1_base,pto_base_linear,371,0.5145856758927825,0,0.5385636832485278,0.0,0.010516222202637926,0.010516222202637926,0.010319602542320817,0.0189500311617866,0.0061,0.0143,0.4437367381171209,0.4017782054361598,0.09345981637604339,1.1247520075866604,1.031292191210617,8.901399604136499
2092-10-01,2092-10-01,stage_1_base,pto_base_mlp,371,0.5145856758927825,0,0.4227860370940855,0.0,0.009566845504171502,0.009566845504171502,0.010319602542320817,0.0189500311617866,0.0061,0.0143,0.455753104721417,0.4017782054361598,-0.20188869541727228,1.1247520075866604,1.3266407030039327,10.244466054238881
2093-01-01,2093-01-01,stage_1_base,pto_base_linear,372,0.391838934239769,1,0.47285591065542387,0.0,0.009977418467374474,0.009977418467374474,0.009313079260766105,0.0312637613408725,0.0061,0.0143,0.45033271831971045,0.3589804218853145,-1.460395465615278,1.067259428583975,2.527654894199253,11.429054498335752
2093-01-01,2093-01-01,stage_1_base,pto_base_mlp,372,0.391838934239769,1,0.13246646698037778,0.0,0.007186225029239097,0.007186225029239097,0.009313079260766105,0.0312637613408725,0.0061,0.0143,0.49870663086339884,0.3589804218853145,-2.7988682347324465,1.067259428583975,3.8661276633164214,14.110593717555304
2093-04-01,2093-04-01,stage_1_base,pto_base_linear,373,0.6237993609909843,1,0.7199762730077582,0.0,0.012003805438663617,0.012003805438663617,0.011215154760126071,0.0242166646648832,0.0061,0.0143,0.42801747809000384,0.3780594910993101,-0.21107432242665802,1.097476346356371,1.308550668783029,12.73760516711878
